row_number,wals_code,iso_code,glottocode,name,genus,family,macroarea,latitude,longitude
922,inr,ikt,west2618,Inuktitut (Rankin Inlet),Eskimo,Eskimo-Aleut,North America,63.0,-92.0
923,ins,ike,east2534,Inuktitut (Salluit),Eskimo,Eskimo-Aleut,North America,62.0,-76.0
924,inu,esi,nort2943,Iñupiaq,Eskimo,Eskimo-Aleut,North America,67.0,-161.0
925,ipi,ins,indi1237,Indo-Pakistani Sign Language (Indian dialects),Sign Languages,other,Eurasia,24.0,80.0
926,ipk,pks,paki1242,Indo-Pakistani Sign Language (Karachi dialect),Sign Languages,other,Eurasia,28.0,68.0
927,iql,ike,east2534,Inuktitut (Quebec-Labrador),Eskimo,Eskimo-Aleut,North America,62.0,-73.0
928,iqu,iqu,iqui1243,Iquito,Zaparoan,Zaparoan,South America,-3.25,-74.0
929,ird,gle,iris1253,Irish (Donegal),Celtic,Indo-European,Eurasia,55.0,-8.0
930,iri,gle,iris1253,Irish,Celtic,Indo-European,Eurasia,53.0,-8.0
931,irm,gle,iris1253,Irish (Munster),Celtic,Indo-European,Eurasia,52.5,-9.0
932,irq,irk,iraq1241,Iraqw,Southern Cushitic,Afro-Asiatic,Africa,-4.0,35.5
933,irr,irh,irar1238,Irarutu,South Halmahera - West New Guinea,Austronesian,Papunesia,-3.0,133.5
934,irs,isg,iris1235,Irish Sign Language,Sign Languages,other,Eurasia,53.5,-7.5
935,irx,irn,iran1263,Iranxe,Iranxe,Iranxe,South America,-13.0,-58.0
936,isa,ksi,kris1246,I'saka,Krisa,Skou,Papunesia,-2.83333333333,141.283333333
937,ise,its,isek1239,Isekiri,Defoid,Niger-Congo,Africa,5.66666666667,5.5
938,ish,isk,sang1236,Ishkashmi,Iranian,Indo-European,Eurasia,37.0,72.0
939,isi,srl,isir1237,Isirawa,Kwerba,Kwerba,Papunesia,-1.83333333333,138.5
940,isl,,inte1259,International Sign,Sign Languages,other,North America,40.0,-170.0
941,isn,isd,isna1241,Isnag,Northern Luzon,Austronesian,Papunesia,18.25,121.0
942,iso,iso,isok1239,Isoko,Edoid,Niger-Congo,Africa,5.5,6.25
943,iss,isr,isra1236,Israeli Sign Language,Sign Languages,other,Eurasia,32.0,34.8333333333
944,ita,ita,ital1282,Italian,Romance,Indo-European,Eurasia,43.0,12.0
945,itb,egl,emil1241,Italian (Bologna),Romance,Indo-European,Eurasia,44.5,11.3333333333
946,ite,itl,itel1242,Itelmen,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,57.0,157.5
947,itg,lij,ligu1248,Italian (Genoa),Romance,Indo-European,Eurasia,44.4166666667,8.95
948,itn,nap,neap1235,Italian (Napolitanian),Romance,Indo-European,Eurasia,40.9166666667,14.25
949,ito,ito,iton1250,Itonama,Itonama,Itonama,South America,-12.8333333333,-64.3333333333
950,itu,pms,piem1238,Italian (Turinese),Romance,Indo-European,Eurasia,45.0,7.66666666667
951,itw,itv,itaw1240,Itawis,Northern Luzon,Austronesian,Papunesia,17.75,121.5
952,itz,itz,itza1241,Itzaj,Mayan,Mayan,North America,17.0,-89.8333333333
953,iva,ivv,ivat1242,Ivatan,Batanic,Austronesian,Papunesia,20.5,122.0
954,ivs,ivv,ivat1242,Ivatan (Southern),Batanic,Austronesian,Papunesia,20.3333333333,121.833333333
955,iwa,ibd,iwai1244,Iwaidja,Iwaidjan,Iwaidjan,Australia,-11.5,132.666666667
956,iwm,iwm,iwam1256,Iwam,Upper Sepik,Sepik,Papunesia,-4.33333333333,142.0
957,ixc,ixc,ixca1245,Ixcatec,Popolocan,Oto-Manguean,North America,17.8333333333,-97.1666666667
958,ixi,ixl,ixil1251,Ixil,Mayan,Mayan,North America,15.5,-91.0
959,izh,izh,ingr1248,Izhor,Finnic,Uralic,Eurasia,59.0,29.0
960,izi,izz,izie1238,Izi,Igboid,Niger-Congo,Africa,6.33333333333,8.0
961,jab,jae,yabe1254,Jabêm,Oceanic,Austronesian,Papunesia,-6.58333333333,147.783333333
962,jad,bod,tibe1272,Jad,Bodic,Sino-Tibetan,Eurasia,30.8333333333,79.0
963,jah,jhi,jeha1242,Jahai,Aslian,Austro-Asiatic,Eurasia,5.75,101.5
964,jak,jai,popt1235,Jakaltek,Mayan,Mayan,North America,15.6666666667,-91.6666666667
965,jam,djd,djam1255,Jaminjung,Jaminjungan,Mirndi,Australia,-15.0833333333,130.5
966,jaq,jqr,jaqa1244,Jaqaru,Aymaran,Aymaran,South America,-13.0,-76.0
967,jar,jar,jara1263,Jarawa (in Nigeria),Bantoid,Niger-Congo,Africa,9.5,10.5
968,jav,jav,java1254,Javanese,Javanese,Austronesian,Papunesia,-7.0,111.0
969,jbt,jbt,djeo1235,Jabutí,Jabutí,Jabutí,South America,-12.25,-62.25
970,jcr,jam,jama1262,Jamaican Creole,Creoles and Pidgins,other,North America,18.1666666667,-77.25
971,jeb,jeb,jebe1250,Jebero,Cahuapanan,Cahuapanan,South America,-5.41666666667,-76.5
972,jeh,jeh,jehh1245,Jeh,Bahnaric,Austro-Asiatic,Eurasia,15.1666666667,107.833333333
973,jel,,jeri1242,Jeli,Western Mande,Mande,Africa,9.5,-5.66666666667
974,jem,tow,jeme1245,Jemez,Kiowa-Tanoan,Kiowa-Tanoan,North America,35.8333333333,-107.0
975,jia,jya,jiar1239,Jiarong,rGyalrong,Sino-Tibetan,Eurasia,31.5,102.0
976,jib,shv,sheh1240,Jibbali,Semitic,Afro-Asiatic,Eurasia,17.5,55.0
977,jin,jiy,jino1236,Jino,Burmese-Lolo,Sino-Tibetan,Eurasia,22.0,101.0
978,jiv,jiv,shua1257,Jivaro,Jivaroan,Jivaroan,South America,-2.5,-78.0
979,jlu,lwo,luwo1239,Luwo,Nilotic,Eastern Sudanic,Africa,8.0,28.0
980,jmm,jaa,jama1261,Jamamadi,Arauan,Arauan,South America,-7.5,-67.0
981,jmo,bex,jurm1239,Jur Mödö,Bongo-Bagirmi,Central Sudanic,Africa,6.0,30.0
982,jms,djm,jams1239,Jamsay,Dogon,Dogon,Africa,14.4166666667,-2.5
983,jng,kac,kach1280,Jingpho,Jingpho,Sino-Tibetan,Eurasia,25.4166666667,97.0
984,joh,,,Johari,Bodic,Sino-Tibetan,,30.6666666667,80.0
985,jom,tlo,talo1250,Jomang,Talodi,Kordofanian,Africa,10.5833333333,30.5
986,jpn,jpn,nucl1643,Japanese,Japanese,Japanese,Eurasia,37.0,140.0
987,jpr,jru,japr1238,Japreria,Cariban,Cariban,South America,10.5,-73.0
988,jrn,jur,juru1256,Juruna,Tupi-Guaraní,Tupian,South America,-5.0,-54.5
989,jrw,anq,jara1245,Jarawa (in Andamans),South Andamanese,South Andamanese,Eurasia,12.0,92.5833333333
990,jua,,,Juat,Western Pama-Nyungan,Pama-Nyungan,,-31.0,115.5
991,jug,nst,tase1235,Jugli,Northern Naga,Sino-Tibetan,Eurasia,27.5,96.3333333333
992,juh,ktz,juho1239,Ju|'hoan,Ju-Kung,Kxa,Africa,-19.0,21.0
993,juk,jbu,juku1254,Jukun,Platoid,Niger-Congo,Africa,6.91666666667,10.4166666667
994,jum,jua,juma1249,Júma,Tupi-Guaraní,Tupian,South America,-7.5,-64.0
995,jun,jun,juan1238,Juang,Munda,Austro-Asiatic,Eurasia,21.3333333333,86.0
996,jur,juc,jurc1239,Jurchen,Tungusic,Altaic,Eurasia,47.0,130.0
997,jva,kpj,kara1500,Karajá,Karajá,Macro-Ge,South America,-10.0,-50.3333333333
998,jwr,jaa,jama1261,Jarawara,Arauan,Arauan,South America,-7.5,-65.5
999,kaa,arr,karo1305,Karó (Arára),Ramarama,Tupian,South America,-10.3333333333,-62.0
1000,kab,kbd,kaba1278,Kabardian,Northwest Caucasian,Northwest Caucasian,Eurasia,43.5,43.5
1001,kac,xac,kach1279,Kachari,Bodo-Garo,Sino-Tibetan,Eurasia,26.5,91.0
1002,kad,xtc,katc1249,Kadugli,Kadugli,Kadu,Africa,11.0,29.6666666667
1003,kae,tbd,kaki1249,Kaki Ae,Tate,Eleman,Papunesia,-8.0,145.833333333
1004,kag,kge,kome1238,Komering,Lampungic,Austronesian,Papunesia,-3.16666666667,104.916666667
1005,kai,kct,kaia1245,Kaian,Lower Ramu,Lower Sepik-Ramu,Papunesia,-4.08333333333,144.75
1006,kaj,bpp,kaur1271,Kaure,Kaure,Kaure,Papunesia,-3.41666666667,140.083333333
1007,kak,kbq,kama1370,Kamano-Kafe,Eastern Highlands,Trans-New Guinea,Papunesia,-6.25,145.666666667
1008,kal,gwc,kala1373,Kalami,Indic,Indo-European,Eurasia,35.5,72.5
1009,kam,xbr,kamb1299,Kambera,Central Malayo-Polynesian,Austronesian,Papunesia,-9.83333333333,120.166666667
1010,kan,ogo,khan1278,Kana,Cross River,Niger-Congo,Africa,4.75,7.41666666667
1011,kao,kyj,kara1487,Karao,Northern Luzon,Austronesian,Papunesia,16.5,120.833333333
1012,kap,kcl,kela1255,Kela (Apoze),Oceanic,Austronesian,Papunesia,-7.41666666667,147.083333333
1013,kaq,,kaur1267,Kaurna,Central Pama-Nyungan,Pama-Nyungan,Australia,-34.25,138.5
1014,kar,kah,kara1482,Kara (in Central African Republic),Bongo-Bagirmi,Central Sudanic,Africa,10.0,23.0
1015,kas,kas,kash1277,Kashmiri,Indic,Indo-European,Eurasia,34.0,76.0
1016,kat,kmg,kate1253,Kâte,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.5,147.75
1017,kau,pss,kaul1240,Kaulong,Oceanic,Austronesian,Papunesia,-6.16666666667,149.666666667
1018,kaw,kgk,kaiw1246,Kaiwá,Tupi-Guaraní,Tupian,South America,-23.0,-55.0
1019,kay,gyd,kaya1319,Kayardild,Tangkic,Tangkic,Australia,-17.05,139.5
1020,kaz,kaz,kaza1248,Kazakh,Turkic,Altaic,Eurasia,50.0,70.0
1021,kba,kam,kamb1297,Kamba,Bantoid,Niger-Congo,Africa,-1.5,38.0
1022,kbi,nkf,inpu1234,Kabui,Kuki-Chin,Sino-Tibetan,Eurasia,24.8333333333,94.0
1023,kbl,kab,kaby1243,Kabyle,Berber,Afro-Asiatic,Africa,36.5,5.0
1024,kbo,kbx,apma1241,Kambot,Botin,Lower Sepik-Ramu,Papunesia,-4.25,144.133333333
1025,kbr,kys,bara1370,Kayan (Baram),North Borneo,Austronesian,Papunesia,3.5,114.5
1026,kbt,xkp,kaba1276,Kabatei,Iranian,Indo-European,Eurasia,36.75,49.4166666667
1027,kbu,kbl,kane1243,Kanembu,Western Saharan,Saharan,Africa,14.0,15.0
1028,kbw,bwe,bwek1238,Karen (Bwe),Karen,Sino-Tibetan,Eurasia,19.5,97.0
1029,kby,kbp,kabi1261,Kabiyé,Gur,Niger-Congo,Africa,9.66666666667,1.16666666667
1030,kch,khq,koyr1240,Koyra Chiini,Songhay,Songhay,Africa,17.0,-3.0
1031,kda,kfc,kond1295,Konda,South-Central Dravidian,Dravidian,Eurasia,19.5,83.0
1032,kdg,kuq,kari1317,Karipuna do Guapore,Panoan,Panoan,South America,-10.0,-65.0
1033,kdw,kbc,kadi1248,Kadiwéu,Kadiwéu,Guaicuruan,South America,-20.0,-57.0
1034,kdz,kzj,coas1294,Kadazan,North Borneo,Austronesian,Papunesia,5.91666666667,117.166666667
1035,kea,kjb,qanj1241,Kanjobal (Eastern),Mayan,Mayan,North America,15.3333333333,-91.6666666667
1036,ked,ksx,keda1252,Kedang,Central Malayo-Polynesian,Austronesian,Papunesia,-8.25,123.75
1037,kef,kbr,kafa1242,Kefa,South Omotic,Afro-Asiatic,Africa,7.25,36.25
1038,kei,kei,keii1239,Kei,Central Malayo-Polynesian,Austronesian,Papunesia,-5.83333333333,132.916666667
1039,kek,kek,kekc1242,K'ekchí,Mayan,Mayan,North America,16.0,-89.8333333333
1040,kel,sbc,kele1258,Kele,Oceanic,Austronesian,Papunesia,-2.08333333333,147.083333333
1041,kem,ahg,qima1242,Kemant,Central Cushitic,Afro-Asiatic,Africa,12.6666666667,37.4166666667
1042,ken,kyq,keng1240,Kenga,Bongo-Bagirmi,Central Sudanic,Africa,12.0,18.0
1043,keo,xxk,keoo1238,Keo,Central Malayo-Polynesian,Austronesian,Papunesia,-8.83333333333,121.25
1044,ker,ker,kera1255,Kera,East Chadic,Afro-Asiatic,Africa,9.83333333333,15.0833333333
1045,ket,ket,kett1243,Ket,Yeniseian,Yeniseian,Eurasia,64.0,87.0
1046,keu,,,Kenyah (Uma' Lung),North Borneo,Austronesian,,3.0,115.833333333
1047,kew,kjs,kewa1250,Kewa,Engan,Trans-New Guinea,Papunesia,-6.5,143.833333333
1048,kfc,,,Kriol (Fitzroy Crossing),Creoles and Pidgins,other,,-18.1666666667,125.583333333
1049,kfe,kfz,koro1298,Koromfe,Gur,Niger-Congo,Africa,14.25,-0.916666666667
1050,kfy,kir,kirg1245,Kirghiz (Fu-Yu),Turkic,Altaic,Eurasia,47.75,124.416666667
1051,kga,zga,nucl1379,Kinga,Bantoid,Niger-Congo,Africa,-9.0,34.0
1052,kgi,cou,wame1240,Konyagi,Northern Atlantic,Niger-Congo,Africa,12.5,-13.25
1053,kgl,ubu,umbu1258,Umbu Ungu,Chimbu,Trans-New Guinea,Papunesia,-6.0,144.0
1054,kgm,kdm,kago1247,Kagoma,Platoid,Niger-Congo,Africa,9.25,8.16666666667
1055,kgr,kki,kagu1239,Kagulu,Bantoid,Niger-Congo,Africa,-6.33333333333,37.0
1056,kgt,ikt,west2618,Kangiryuarmiut,Eskimo,Eskimo-Aleut,North America,68.3333333333,-133.75
1057,kgu,ktg,kalk1246,Kalkatungu,Northern Pama-Nyungan,Pama-Nyungan,Australia,-21.0,139.5
1058,kgy,kgy,kyer1238,Kyirong,Bodic,Sino-Tibetan,Eurasia,28.4166666667,85.3333333333
1059,kgz,kir,kirg1245,Kirghiz,Turkic,Altaic,Eurasia,42.0,75.0
1060,kha,khk,halh1238,Khalkha,Mongolic,Altaic,Eurasia,47.0,105.0
1061,khd,khg,kham1282,Kham (Dege),Bodic,Sino-Tibetan,Eurasia,31.8333333333,98.5833333333
1062,khg,klr,khal1275,Khaling,Mahakiranti,Sino-Tibetan,Eurasia,27.5,86.6666666667
1063,khi,kjj,khin1240,Khinalug,Lezgic,Nakh-Daghestanian,Eurasia,41.1666666667,48.0833333333
1064,khk,kjh,khak1248,Khakas,Turkic,Altaic,Eurasia,53.0,90.0
1065,khl,klj,turk1303,Khalaj,Turkic,Altaic,Eurasia,35.0,50.0
1066,khm,khm,cent1989,Khmer,Khmer,Austro-Asiatic,Eurasia,12.5,105.0
1067,khn,kkh,khun1259,Khün,Kam-Tai,Tai-Kadai,Eurasia,21.0,100.0
1068,kho,naq,nama1264,Khoekhoe,Khoe-Kwadi,Khoe-Kwadi,Africa,-25.5,18.0
1069,khr,khr,khar1287,Kharia,Munda,Austro-Asiatic,Eurasia,22.5,84.3333333333
1070,khs,kha,khas1269,Khasi,Khasian,Austro-Asiatic,Eurasia,25.5,92.0
1071,khu,cnk,khum1248,Khumi,Kuki-Chin,Sino-Tibetan,Eurasia,21.9166666667,92.4166666667
1072,khv,khv,khva1239, Khwarshi,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.25,46.1666666667
1073,khw,khw,khow1242,Khowar,Indic,Indo-European,Eurasia,36.0,72.0
1074,kic,kic,kick1244,Kickapoo,Algonquian,Algic,North America,42.25,-84.0
1075,kie,geb,kire1240,Kire,Mikarew,Lower Sepik-Ramu,Papunesia,-4.25,144.75
1076,kij,gia,kitj1240,Kitja,Jarrakan,Jarrakan,Australia,-17.5,127.75
1077,kik,kik,kiku1240,Kikuyu,Bantoid,Niger-Congo,Africa,-0.75,36.75
1078,kil,lub,luba1250,Kiluba,Bantoid,Niger-Congo,Africa,-8.0,26.0
1079,kim,kig,kima1246,Kimaghama,Kolopom,Kolopom,Papunesia,-8.0,138.5
1080,kin,kin,kiny1244,Kinyarwanda,Bantoid,Niger-Congo,Africa,-2.0,30.0
1081,kio,kio,kiow1266,Kiowa,Kiowa-Tanoan,Kiowa-Tanoan,North America,37.0,-99.0
1082,kiq,xal,kalm1243,Kalmyk (Issyk-Kul),Mongolic,Altaic,Eurasia,42.4166666667,78.3333333333
1083,kir,cme,cerm1238,Kirma,Gur,Niger-Congo,Africa,10.25,-4.83333333333
1084,kis,kqs,kiss1245,Kisi,Mel,Niger-Congo,Africa,8.83333333333,-10.1666666667
1085,kit,kii,kits1249,Kitsai,Caddoan,Caddoan,North America,31.8333333333,-96.5
1086,kiu,kvd,kuii1253,Kui (in Indonesia),Greater Alor,Timor-Alor-Pantar,Papunesia,-8.43333333333,124.55
1087,kiw,kjd,sout2949, Kiwai (Southern),Kiwaian,Kiwaian,Papunesia,-8.0,143.5
1088,kje,coe,kore1283,Koreguaje,Tucanoan,Tucanoan,South America,1.0,-75.5
1089,kji,kmr,nort2641,Kurmanji,Iranian,Indo-European,Eurasia,38.0,42.0
1090,kjn,kjn,kunj1245,Kunjen,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.5,142.5
1091,kjo,kjc,coas1295,Konjo,South Sulawesi,Austronesian,Papunesia,-5.46666666667,120.333333333
1092,kjr,kqy,koor1239,Koorete,North Omotic,Afro-Asiatic,Africa,5.83333333333,37.8333333333
1093,kkb,xon,konk1269,Konkomba,Gur,Niger-Congo,Africa,10.0,0.0833333333333
1094,kkl,bqy,beng1239,Kata Kolok,Sign Languages,other,Papunesia,-8.25,115.166666667
1095,kkn,knn,konk1267,Konkani,Indic,Indo-European,Eurasia,15.25,74.0
1096,kko,knk,kura1250,Koranko,Western Mande,Mande,Africa,9.33333333333,-11.25
1097,kkp,kaa,kara1467,Karakalpak,Turkic,Altaic,Eurasia,43.0,60.0
1098,kkq,kui,kuik1246,Kuikúro,Cariban,Cariban,South America,-12.4166666667,-53.0833333333
1099,kkr,kiy,kiri1256,Kirikiri,Lakes Plain,Lakes Plain,Papunesia,-3.0,137.166666667
1100,kkt,kkk,koko1269,Kokota,Oceanic,Austronesian,Papunesia,-8.0,159.133333333
1101,kku,kfq,kork1243,Korku,Munda,Austro-Asiatic,Eurasia,22.5,78.5
1102,kkv,khl,lusi1240,Lusi,Oceanic,Austronesian,Papunesia,-5.58333333333,149.666666667
1103,kkw,zkk,kara1289,Karankawa,Karankawa,Karankawa,North America,28.0,-97.0
1104,kky,kne,kank1243,Kankanay,Northern Luzon,Austronesian,Papunesia,16.75,120.583333333
1105,kkz,kex,kukn1238,Kokni,Indic,Indo-European,Eurasia,20.75,73.5
1106,kla,klu,klao1243,Klao,Kru,Niger-Congo,Africa,4.75,-8.75
1107,klb,hbb,huba1236,Kilba,Biu-Mandara,Afro-Asiatic,Africa,10.3333333333,13.1666666667
1108,klg,kle,kulu1253,Kulung,Mahakiranti,Sino-Tibetan,Eurasia,27.5,87.0
1109,klh,kls,kala1372,Kalasha,Indic,Indo-European,Eurasia,35.0,72.0
1110,kli,lew,ledo1238,Kaili,Celebic,Austronesian,Papunesia,-1.16666666667,120.0
1111,klk,xuo,kuoo1238,Koh (Lakka),Adamawa,Niger-Congo,Africa,8.0,15.5
1112,kll,bco,kalu1248,Kaluli,Bosavi,Bosavi,Papunesia,-6.5,142.75
1113,klm,kla,klam1254,Klamath,Klamath-Modoc,Penutian,North America,42.5,-121.5
1114,kln,kvw,wers1238,Kolana,Kolana-Tanglapui,Timor-Alor-Pantar,Papunesia,-8.25,125.116666667
1115,klp,kyl,kala1400,Kalapuya,Kalapuyan,Kalapuyan,North America,44.5,-123.0
1116,klq,kmh,kala1397,Kalam,Madang,Trans-New Guinea,Papunesia,-5.25,144.583333333
1117,klr,shm,shah1254,Koluri,Iranian,Indo-European,Eurasia,37.0,48.0
1118,kls,fla,kali1308,Kalispel,Interior Salish,Salishan,North America,48.0,-117.0
1119,klt,kzi,kela1258,Kelabit,North Borneo,Austronesian,Papunesia,3.66666666667,115.416666667
1120,klv,kij,kili1267,Kilivila,Oceanic,Austronesian,Papunesia,-8.5,151.083333333
1121,klw,klb,kili1268,Kiliwa,Yuman,Hokan,North America,31.3333333333,-115.666666667
1122,kly,mwp,kala1377,Kala Lagaw Ya,Northern Pama-Nyungan,Pama-Nyungan,Papunesia,-10.1166666667,142.116666667
1123,klz,kck,kala1384,Kalanga,Bantoid,Niger-Congo,Africa,-20.5,27.5
1124,kma,kay,kama1373,Kamaiurá,Tupi-Guaraní,Tupian,South America,-12.0833333333,-52.5833333333
1125,kmb,tyn,ndei1235,Kombai,Awju-Dumut,Trans-New Guinea,Papunesia,-5.58333333333,140.0
1126,kmh,kgj,gama1251,Kham,Mahakiranti,Sino-Tibetan,Eurasia,28.5,82.75
1127,kmi,kcu,kami1256,Kami,Bantoid,Niger-Congo,Africa,-6.75,38.0
1128,kmj,kdj,kara1483,Karimojong,Nilotic,Eastern Sudanic,Africa,3.0,34.1666666667
1129,kmk,xal,kalm1243,Kalmyk,Mongolic,Altaic,Eurasia,44.0,83.0
1130,kmn,kue,kuma1280,Kuman,Chimbu,Trans-New Guinea,Papunesia,-5.91666666667,145.0
1131,kmo,kpx,moun1252,Koiali (Mountain),Koiarian,Trans-New Guinea,Papunesia,-9.0,147.5
1132,kmp,kup,kuni1267,Kunimaipa,Goilalan,Trans-New Guinea,Papunesia,-8.0,146.833333333
1133,kmr,kgq,kamo1255,Kamoro,Asmat-Kamoro,Trans-New Guinea,Papunesia,-4.33333333333,136.0
1134,kms,xas,kama1351,Kamass,Samoyedic,Uralic,Eurasia,52.0,92.0
1135,kmt,kmt,kemt1242,Kemtuik,Nimboran,Nimboran,Papunesia,-2.66666666667,140.333333333
1136,kmu,kjg,khmu1256,Khmu',Palaung-Khmuic,Austro-Asiatic,Eurasia,21.0,102.0
1137,kmw,xmu,kamu1258,Kamu,Eastern Daly,Eastern Daly,Australia,-13.5833333333,130.833333333
1138,kmz,kms,kama1367,Kamasau,Marienberg,Torricelli,Papunesia,-3.91666666667,143.666666667
1139,kna,ktn,kari1311,Karitiâna,Arikem,Tupian,South America,-9.5,-64.0
1140,knb,khd,badi1247,Kanum (Bädi),Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,-8.83333333333,140.75
1141,knc,uwa,kuku1280,Kugu Nganhcara,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.4166666667,142.0
1142,knd,kan,nucl1305,Kannada,Southern Dravidian,Dravidian,Eurasia,14.0,76.0
1143,kng,kgp,kain1272,Kaingang,Ge-Kaingang,Macro-Ge,South America,-26.0,-52.0
1144,kni,kma,konn1242,Konni,Gur,Niger-Congo,Africa,10.25,-1.58333333333
1145,knk,kna,dera1248,Kanakuru,West Chadic,Afro-Asiatic,Africa,10.0,12.0
1146,knm,kun,kuna1268,Kunama,Kunama,Kunama,Africa,14.5,37.0
1147,knn,kfk,kinn1249,Kinnauri,Bodic,Sino-Tibetan,Eurasia,31.5,78.0
1148,kno,,kano1245,Kanoê,Kapixana,Kapixana,South America,-13.25,-61.0
1149,knp,kcd,ngka1235,Kanum (Ngkâlmpw),Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,Papunesia,-8.66666666667,140.916666667
1150,knq,rop,krio1252,Kriol (Ngukurr),Creoles and Pidgins,other,Australia,-14.8333333333,135.0
1151,knr,knc,cent2050,Kanuri,Western Saharan,Saharan,Africa,12.0,13.0
1152,knu,kyx,rapo1238,Konua,West Bougainville,West Bougainville,Papunesia,-5.83333333333,154.833333333
1153,knw,mjd,nort2951,Konkow,Maiduan,Penutian,North America,39.5,-121.5
1154,knz,khg,kham1282,Kham (Tibetan) (Nangchen),Bodic,Sino-Tibetan,Eurasia,32.5,96.5
1155,koa,cku,koas1236,Koasati,Muskogean,Muskogean,North America,34.8333333333,-85.1666666667
1156,kob,kpw,kobo1249,Kobon,Madang,Trans-New Guinea,Papunesia,-5.16666666667,144.333333333
1157,kod,kfa,koda1255,Kodava,Southern Dravidian,Dravidian,Eurasia,12.1666666667,76.8333333333
1158,koe,xwg,kweg1241,Koegu,Surmic,Eastern Sudanic,Africa,7.0,36.0833333333
1159,koh,bcs,kohu1244,Kohumono,Cross River,Niger-Congo,Africa,6.0,8.11666666667
1160,koi,kbk,gras1249,Koiari,Koiarian,Trans-New Guinea,Papunesia,-9.5,147.333333333
1161,kok,trp,kokb1239,Kokborok,Bodo-Garo,Sino-Tibetan,Eurasia,24.3333333333,92.5
1162,kol,kfb,kola1242,Kolami,Central Dravidian,Dravidian,Eurasia,20.0,78.5
1163,kom,xom,komo1258,Komo,Koman,Koman,Africa,8.75,33.75
1164,kon,kng,koon1244,Kongo,Bantoid,Niger-Congo,Africa,-5.0,15.0
1165,koo,kvv,kola1285,Kola,Central Malayo-Polynesian,Austronesian,Papunesia,-5.5,134.5
1166,kop,koi,komi1269,Komi-Permyak,Permic,Uralic,Eurasia,59.5,54.5
1167,kor,kor,kore1280,Korean,Korean,Korean,Eurasia,37.5,128.0
1168,kos,kos,kosr1238,Kosraean,Oceanic,Austronesian,Papunesia,5.3,163.0
1169,kot,kfe,kota1263,Kota,Southern Dravidian,Dravidian,Eurasia,11.5,77.1666666667
1170,kou,bkm,komc1235,Kom,Bantoid,Niger-Congo,Africa,6.25,10.3333333333
1171,kow,kst,winy1241,Ko (Winye),Gur,Niger-Congo,Africa,11.8666666667,-2.91666666667
1172,koy,kff,koya1251,Koya,South-Central Dravidian,Dravidian,Eurasia,17.5,81.3333333333
1173,kpa,kpk,kpan1246,Kpan,Platoid,Niger-Congo,Africa,7.58333333333,10.1666666667
1174,kpe,xpe,libe1247,Kpelle,Western Mande,Mande,Africa,7.0,-10.0
1175,kpm,pam,pamp1243,Kapampangan,Central Luzon,Austronesian,Papunesia,15.3333333333,120.5
1176,kpn,kpg,kapi1249,Kapingamarangi,Oceanic,Austronesian,Papunesia,1.05,154.75
1177,kpo,kpo,ikpo1238,Kposo,Kwa,Niger-Congo,Africa,7.5,0.833333333333
1178,kpw,pwo,east2341,Karen (Pwo),Karen,Sino-Tibetan,Eurasia,13.0,99.1666666667
1179,kqq,kqq,kren1239,Krenak,Botocudo,Macro-Ge,South America,-15.5,-41.0
1180,kra,leu,kara1486,Kara (in Papua New Guinea),Oceanic,Austronesian,Papunesia,-2.83333333333,151.116666667
1181,krb,gil,gilb1244,Kiribati,Oceanic,Austronesian,Papunesia,1.33333333333,173.0
1182,krc,krc,kara1465,Karachay-Balkar,Turkic,Altaic,Eurasia,43.5,42.0
1183,krd,ckb,cent1972,Kurdish (Central),Iranian,Indo-European,Eurasia,36.0,44.0
1184,kre,krs,gbay1288,Kresh,Kresh,Central Sudanic,Africa,8.5,24.5
1185,krf,kpr,kora1294,Korafe,Binanderean,Trans-New Guinea,Papunesia,-9.05,149.083333333
1186,krg,sna,shon1251,Karanga,Bantoid,Niger-Congo,Africa,-20.0,31.0
1187,krh,xra,krah1246,Krahô,Ge-Kaingang,Macro-Ge,South America,-8.0,-48.0
1188,kri,kzw,kari1255,Kipea,Kariri,Kariri,South America,-10.0,-37.0
1189,krj,gbd,kara1476,Karadjeri,Western Pama-Nyungan,Pama-Nyungan,Australia,-19.0,122.0
1190,krk,kyh,karo1304,Karok,Karok,Karok,North America,41.6666666667,-123.0
1191,krl,krl,kare1335,Karelian,Finnic,Uralic,Eurasia,64.0,32.0
1192,krm,kdr,kara1464,Karaim,Turkic,Altaic,Eurasia,54.6666666667,24.9166666667
1193,krn,kqz,kora1292,Korana,Khoe-Kwadi,Khoe-Kwadi,Africa,-29.5,20.5
1194,kro,kgo,kron1241,Krongo,Kadugli,Kadu,Africa,10.5,30.0
1195,krq,krk,kere1280,Kerek,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,62.25,175.0
