row_number,wals_code,iso_code,glottocode,name,genus,family,macroarea,latitude,longitude
1362,lul,,lule1238,Lule,Lule,Lule,South America,-28.0,-64.0
1363,lum,str,stra1244,Lummi,Central Salish,Salishan,North America,48.7,-122.666666667
1364,lun,nst,tase1235,Lungchang,Northern Naga,Sino-Tibetan,Eurasia,27.5,96.4166666667
1365,luo,luo,luok1236,Luo,Nilotic,Eastern Sudanic,Africa,-0.5,34.75
1366,lur,lrc,nort2645,Luri,Iranian,Indo-European,Eurasia,33.5,48.5
1367,lus,lut,lush1252,Lushootseed,Central Salish,Salishan,North America,48.0,-122.0
1368,luv,lue,luva1239,Luvale,Bantoid,Niger-Congo,Africa,-12.0,22.0
1369,lux,ltz,luxe1241,Luxemburgeois,Germanic,Indo-European,Eurasia,49.8333333333,6.16666666667
1370,luy,luy,saam1283,Luyia,Bantoid,Niger-Congo,Africa,0.416666666667,34.5
1371,lye,lee,lyel1241,Lyele,Gur,Niger-Congo,Africa,12.5,-2.66666666667
1372,ma,msj,made1252,Ma,Ubangi,Niger-Congo,Africa,3.5,28.0
1373,maa,mas,masa1300,Maasai,Nilotic,Eastern Sudanic,Africa,-3.0,36.0
1374,mab,mde,maba1277,Maba,Maban,Maban,Africa,13.75,20.8333333333
1375,mac,mbc,macu1259,Macushi,Cariban,Cariban,South America,4.0,-60.0
1376,mad,mhi,madi1260,Ma'di,Moru-Ma'di,Central Sudanic,Africa,3.25,31.5
1377,mae,mme,maee1241,Mae,Oceanic,Austronesian,Papunesia,-16.0,167.25
1378,mag,mgp,east2352,Magar,Mahakiranti,Sino-Tibetan,Eurasia,28.0,83.0
1379,mah,mrj,west2392,Mari (Hill),Mari,Uralic,Eurasia,57.0,58.0
1380,mai,mai,mait1250,Maithili,Indic,Indo-European,Eurasia,26.0,86.0
1381,maj,mpe,maja1242,Majang,Surmic,Eastern Sudanic,Africa,6.75,35.0
1382,mak,myh,maka1318,Makah,Southern Wakashan,Wakashan,North America,48.3333333333,-124.666666667
1383,mal,plt,plat1254,Malagasy,Barito,Austronesian,Africa,-20.0,47.0
1384,mam,mvc,mamc1234,Mam,Mayan,Mayan,North America,15.0,-91.8333333333
1385,man,mev,mann1248,Mano,Eastern Mande,Mande,Africa,7.0,-9.0
1386,mao,mri,maor1246,Maori,Oceanic,Austronesian,Papunesia,-40.0,176.0
1387,map,arn,mapu1245,Mapudungun,Araucanian,Araucanian,South America,-38.0,-72.0
1388,mar,mrc,mari1440,Maricopa,Yuman,Hokan,North America,33.1666666667,-113.166666667
1389,mas,mcn,masa1322,Masa,Masa,Afro-Asiatic,Africa,10.5,15.5
1390,mau,mph,maun1240,Maung,Iwaidjan,Iwaidjan,Australia,-11.9166666667,133.5
1391,mav,mbw,mari1435,Maring,Chimbu,Trans-New Guinea,Papunesia,-5.5,144.666666667
1392,maw,mlq,west2500,Maninka (Western),Western Mande,Mande,Africa,13.0,-11.0
1393,max,mbl,maxa1247,Maxakalí,Maxakalí,Macro-Ge,South America,-18.0,-40.0
1394,may,ayz,maib1239,Maybrat,North-Central Bird's Head,West Papuan,Papunesia,-1.33333333333,132.5
1395,maz,maz,maza1293,Mazahua,Otomian,Oto-Manguean,North America,19.4166666667,-99.9166666667
1396,mba,mfc,mbaa1245,Mba,Ubangi,Niger-Congo,Africa,1.0,25.0
1397,mbb,,mbab1239,Mbabaram,Northern Pama-Nyungan,Pama-Nyungan,Australia,-17.1666666667,145.0
1398,mbe,mdt,mber1257,Mbere,Bantoid,Niger-Congo,Africa,-0.5,14.0
1399,mbg,mhd,mbug1240,Mbugu,Southern Cushitic,Afro-Asiatic,Africa,-4.33333333333,38.1666666667
1400,mbi,baw,bamb1266,Mbili,Bantoid,Niger-Congo,Africa,6.11666666667,10.2
1401,mbl,mdq,mbol1247,Mbole,Bantoid,Niger-Congo,Africa,-0.666666666667,24.6666666667
1402,mbm,mdd,mbum1254,Mbum,Adamawa,Niger-Congo,Africa,7.75,13.1666666667
1403,mbo,mxk,nucl1458,Monumbo,Monumbo,Monumbo,Papunesia,-4.25,145.0
1404,mbr,mpk,mbar1260,Mbara,Biu-Mandara,Afro-Asiatic,Africa,11.0,15.4166666667
1405,mbt,mdj,mang1394,Mangbetu,Mangbetu,Central Sudanic,Africa,2.5,26.5
1406,mbu,mle,mana1298,Manambu,Middle Sepik,Sepik,Papunesia,-4.25,142.833333333
1407,mby,myb,mbay1241,Mbay,Bongo-Bagirmi,Central Sudanic,Africa,8.25,17.5
1408,mbz,mtk,mbee1250,Mbe',Bantoid,Niger-Congo,Africa,6.28333333333,11.0833333333
1409,mca,mca,maca1260,Maca,Matacoan,Matacoan,South America,-25.0,-57.5
1410,mcc,,moch1259,Mochica,Chimúan,Chimúan,South America,-7.5,-79.3333333333
1411,mcd,mkd,mace1250,Macedonian,Slavic,Indo-European,Eurasia,41.6666666667,21.75
1412,mce,bzj,beli1260,Mískito Coast English Creole,Creoles and Pidgins,other,North America,16.25,-88.8333333333
1413,mcf,crg,mich1243,Michif,Algonquian,Algic,North America,52.0,-100.166666667
1414,mcg,mbn,maca1259,Macaguán,Guahiban,Guahiban,South America,6.5,-71.3333333333
1415,mch,mcb,mach1267,Machiguenga,Pre-Andine Arawakan,Arawakan,South America,-12.0,-72.6666666667
1416,mcn,myy,macu1260,Macuna,Tucanoan,Tucanoan,South America,-0.333333333333,-70.1666666667
1417,mco,mco,coat1238,Mixe (Coatlán),Mixe-Zoque,Mixe-Zoque,North America,16.9166666667,-95.6666666667
1418,mcr,mfe,mori1278,Mauritian Creole,Creoles and Pidgins,other,Africa,-20.3333333333,57.5
1419,mcs,csm,cent2140,Miwok (Central Sierra),Miwok,Penutian,North America,38.0,-120.333333333
1420,mcv,moc,moco1246,Mocoví,South Guaicuruan,Guaicuruan,South America,-28.0,-60.5
1421,mda,mxu,mada1293,Mada (in Cameroon),Biu-Mandara,Afro-Asiatic,Africa,10.8333333333,14.1666666667
1422,mdb,dmw,mudb1240,Mudburra,Western Pama-Nyungan,Pama-Nyungan,Australia,-17.3333333333,132.083333333
1423,mde,men,mend1266,Mende,Western Mande,Mande,Africa,7.83333333333,-11.5
1424,mdg,mua,mund1325,Mundang,Adamawa,Niger-Congo,Africa,9.66666666667,14.5
1425,mdk,mnk,mand1436,Mandinka,Western Mande,Mande,Africa,13.0,-15.6666666667
1426,mdl,zml,madn1237,Matngele,Eastern Daly,Eastern Daly,Australia,-13.8333333333,130.416666667
1427,mdm,,west2443,Madimadi,Southeastern Pama-Nyungan,Pama-Nyungan,,-34.5,143.5
1428,mdn,mhq,mand1446,Mandan,Core Siouan,Siouan,North America,46.5,-102.5
1429,mdo,gmm,gbay1281,Mbodomo,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,4.5,15.5
1430,mdr,mad,nucl1460,Madurese,Malayo-Sumbawan,Austronesian,Papunesia,-7.0,113.5
1431,mds,xmm,mala1481,Manadonese,Malayo-Sumbawan,Austronesian,Papunesia,1.5,124.833333333
1432,mdu,muh,mund1326,Mündü,Ubangi,Niger-Congo,Africa,4.5,30.0
1433,mdw,mdw,mbos1242,Mbosi,Bantoid,Niger-Congo,Africa,-1.25,15.5
1434,mdz,mda,mada1282,Mada (in Nigeria),Platoid,Niger-Congo,Africa,8.75,8.25
1435,mea,mej,meya1236,Meyah,East Bird's Head,East Bird's Head,Papunesia,-1.16666666667,133.5
1436,meb,bew,beta1252,Melayu Betawi,Creoles and Pidgins,other,Papunesia,-6.5,107.0
1437,mee,mym,meen1242,Me'en,Surmic,Eastern Sudanic,Africa,5.0,37.0
1438,meh,gdq,mehr1241,Mehri,Semitic,Afro-Asiatic,Eurasia,17.0,51.5
1439,mei,mni,mani1292,Meithei,Kuki-Chin,Sino-Tibetan,Eurasia,24.75,94.0
1440,mek,skf,saki1248,Mekens,Tupari,Tupian,South America,-12.5,-61.5
1441,mel,mel,cent2101,Melanau,North Borneo,Austronesian,Papunesia,2.5,111.5
1442,mem,jet,mane1266,Manem,Border,Border,Papunesia,-3.0,140.833333333
1443,men,mez,meno1252,Menomini,Algonquian,Algic,North America,45.5,-88.3333333333
1444,mer,ulk,meri1244,Meryam Mir,Western Fly,Western Fly,Papunesia,-9.91666666667,144.083333333
1445,mey,mcr,meny1245,Menya,Angan,Trans-New Guinea,Papunesia,-7.25,146.0
1446,mga,ndt,ndun1249,Mondunga,Ubangi,Niger-Congo,Africa,2.25,21.5
1447,mgd,mog,mong1342,Mongondow,Greater Central Philippine,Austronesian,Papunesia,0.666666666667,124.0
1448,mge,mng,east2333,Mnong (Eastern),Bahnaric,Austro-Asiatic,Eurasia,12.6666666667,108.5
1449,mgg,mjg,tuuu1240,Mangghuer,Mongolic,Altaic,Eurasia,36.0,102.0
1450,mgh,mag,maga1260,Magahi,Indic,Indo-European,Eurasia,23.5,85.5
1451,mgi,mgu,mail1248,Magi,Mailuan,Trans-New Guinea,Papunesia,-10.3333333333,149.333333333
1452,mgk,mhk,mung1266,Mungaka,Bantoid,Niger-Congo,Africa,5.91666666667,10.0
1453,mgl,xmf,ming1252,Mingrelian,Kartvelian,Kartvelian,Eurasia,42.5,42.0
1454,mgn,mdh,magu1243,Magindanao,Greater Central Philippine,Austronesian,Papunesia,6.83333333333,124.5
1455,mgo,lol,mong1338,Mongo,Bantoid,Niger-Congo,Africa,0.0,21.0
1456,mgq,mge,mang1398,Mango,Bongo-Bagirmi,Central Sudanic,Africa,8.75,17.0
1457,mgu,mug,musg1254,Musgu,Biu-Mandara,Afro-Asiatic,Africa,10.8333333333,14.9166666667
1458,mhc,xpq,mohe1244,Mahican,Algonquian,Algic,North America,42.6666666667,-73.5
1459,mhi,mar,mara1378,Marathi,Indic,Indo-European,Eurasia,19.0,76.0
1460,mhk,nux,mehe1243,Mehek,Tama Sepik,Sepik,Papunesia,-3.75,142.5
1461,mhl,mrg,misi1242,Miri (Hill):,Tani,Sino-Tibetan,Eurasia,27.9166666667,93.8333333333
1462,mhm,mhe,besi1244,Mah Meri,Aslian,Austro-Asiatic,Eurasia,2.83333333333,101.5
1463,mhu,lnb,mbal1255,Mbalanhu,Bantoid,Niger-Congo,Africa,-17.5,15.0
1464,mic,mic,mikm1235,Micmac,Algonquian,Algic,North America,45.0,-63.0
1465,mid,mei,mido1240,Midob,Nubian,Eastern Sudanic,Africa,15.0833333333,26.25
1466,mie,ium,iumi1238,Mien,Hmong-Mien,Hmong-Mien,Eurasia,25.0,111.0
1467,mig,mmy,miga1249,Migama,East Chadic,Afro-Asiatic,Africa,12.1666666667,19.8333333333
1468,mii,tma,tama1331,Miisiirii,Taman,Eastern Sudanic,Africa,13.5,22.0
1469,mij,mxj,miju1243,Miju,Tani,Sino-Tibetan,Eurasia,29.0,96.0
1470,mik,mjw,karb1241,Mikir,Kuki-Chin,Sino-Tibetan,Eurasia,26.3333333333,93.5
1471,mil,adi,damu1236,Milang,Tani,Sino-Tibetan,Eurasia,28.5,95.25
1472,min,min,mina1268,Minangkabau,Malayo-Sumbawan,Austronesian,Papunesia,-1.0,101.0
1473,mir,mep,miri1266,Miriwung,Jarrakan,Jarrakan,Australia,-15.6666666667,129.0
1474,mis,miq,misk1235,Miskito,Misumalpan,Misumalpan,North America,14.0,-83.6666666667
1475,mit,zmq,mitu1240,Mituku,Bantoid,Niger-Congo,Africa,-1.66666666667,25.5
1476,miy,mkf,miya1266,Miya,West Chadic,Afro-Asiatic,Africa,10.9166666667,9.66666666667
1477,miz,lus,lush1249,Mizo,Kuki-Chin,Sino-Tibetan,Eurasia,23.1666666667,92.8333333333
1478,mja,mxt,jami1235,Mixtec (Jamiltepec),Mixtecan,Oto-Manguean,North America,16.25,-97.8333333333
1479,mjc,mjc,sanj1281,Mixtec (San Juan Colorado),Mixtecan,Oto-Manguean,North America,16.5,-98.0
1480,mjk,mfv,mand1419,Manjaku,Northern Atlantic,Niger-Congo,Africa,12.0,-16.25
1481,mka,mxx,maho1249,Mauka,Western Mande,Mande,Africa,8.33333333333,-7.5
1482,mkb,csi,coas1301,Miwok (Bodega),Miwok,Penutian,North America,38.3333333333,-123.0
1483,mkd,kde,mako1251,Makonde,Bantoid,Niger-Congo,Africa,-11.0,40.0
1484,mke,mek,meke1243,Mekeo,Oceanic,Austronesian,Papunesia,-8.33333333333,146.5
1485,mkg,mnk,mand1436,Mandinka (Gambian),Western Mande,Mande,Africa,13.4166666667,-16.0
1486,mkh,,,Mongol (Khamnigan),Mongolic,Altaic,,49.0,117.0
1487,mki,mik,mika1239,Mikasuki,Muskogean,Muskogean,North America,32.0,-85.0
1488,mkj,mkz,maka1316,Makasae,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,Papunesia,-8.66666666667,126.5
1489,mkl,mgf,makl1246,Maklew,Bulaka River,Bulaka River,Papunesia,-7.66666666667,139.416666667
1490,mkn,knf,mank1251,Mankanya,Northern Atlantic,Niger-Congo,Africa,12.0833333333,-15.9166666667
1491,mko,moz,muku1242,Mokilko,East Chadic,Afro-Asiatic,Africa,11.9166666667,18.0833333333
1492,mkq,nge,ngem1255,Mankon,Bantoid,Niger-Congo,Africa,6.0,10.1666666667
1493,mkr,msy,arua1260,Mikarew,Mikarew,Lower Sepik-Ramu,Papunesia,-4.41666666667,144.916666667
1494,mks,mak,maka1311,Makassar,South Sulawesi,Austronesian,Papunesia,-5.41666666667,119.583333333
1495,mku,zmr,mara1386,Maranungku,Wagaydy,Western Daly,Australia,-13.6666666667,130.0
1496,mkw,,maku1246,Máku,Máku,Máku,South America,0.416666666667,-69.8333333333
1497,mkz,mcp,maka1304,Makaa,Bantoid,Niger-Congo,Africa,3.41666666667,12.25
1498,mla,mcu,nige1255,Mambila,Bantoid,Niger-Congo,Africa,6.75,11.5
1499,mlc,mcm,mala1533,Malacca Creole,Creoles and Pidgins,other,Eurasia,2.2,102.25
1500,mle,mdy,male1284,Maale,North Omotic,Afro-Asiatic,Africa,6.0,36.9166666667
1501,mlg,mfi,wand1278,Malgwa,Biu-Mandara,Afro-Asiatic,Africa,11.5,13.75
1502,mli,gcc,mali1284,Mali,Baining,Baining-Taulil,Papunesia,-4.83333333333,152.25
1503,mlk,mpb,mull1237,Malakmalak,Northern Daly,Northern Daly,Australia,-13.4166666667,130.416666667
1504,mll,mbe,mola1238,Molala,Molala,Penutian,North America,44.5,-122.5
1505,mlm,mra,mlab1235,Mlabri (Minor),Palaung-Khmuic,Austro-Asiatic,Eurasia,18.5,101.0
1506,mlt,mlt,malt1254,Maltese,Semitic,Afro-Asiatic,Eurasia,35.9166666667,14.4166666667
1507,mlu,mgl,male1289,Maleu,Oceanic,Austronesian,Papunesia,-5.71666666667,148.416666667
1508,mly,zsm,stan1306,Malay,Malayo-Sumbawan,Austronesian,Eurasia,3.0,102.0
1509,mma,mid,nucl1706,Mandaic (Modern),Semitic,Afro-Asiatic,Eurasia,31.0,48.5
1510,mmb,mna,mbul1263,Mangap-Mbula,Oceanic,Austronesian,Papunesia,-5.66666666667,148.083333333
1511,mme,mhr,east2328,Mari (Meadow),Mari,Uralic,Eurasia,57.0,48.0
1512,mmi,mcs,mamb1294,Mambai,Adamawa,Niger-Congo,Africa,9.66666666667,14.0
1513,mmn,mmn,mama1275,Mamanwa,Greater Central Philippine,Austronesian,Papunesia,9.41666666667,125.5
1514,mmo,mdf,moks1248,Mordvin (Moksha),Mordvin,Uralic,Eurasia,54.0,44.0
1515,mmp,maw,mamp1244,Mampruli,Gur,Niger-Congo,Africa,10.3333333333,-0.666666666667
1516,mms,mqj,mama1276,Mamasa,South Sulawesi,Austronesian,Papunesia,-3.08333333333,119.666666667
1517,mmu,zmi,nege1240,Malay (Ulu Muar),Malayo-Sumbawan,Austronesian,Eurasia,2.66666666667,102.5
1518,mmv,mdi,mamv1243,Mamvu,Mangbutu-Efe,Central Sudanic,Africa,3.25,29.0
1519,mmw,mgr,mamb1296,Mambwe,Bantoid,Niger-Congo,Africa,-9.08333333333,31.1666666667
1520,mmz,mms,mams1234,Mam (Southern),Mayan,Mayan,North America,14.8333333333,-91.6666666667
1521,mna,mnb,muna1247,Muna,Celebic,Austronesian,Papunesia,-5.0,122.5
1522,mnc,mnc,manc1252,Manchu,Tungusic,Altaic,Eurasia,49.5,127.5
1523,mnd,cmn,mand1415,Mandarin,Chinese,Sino-Tibetan,Eurasia,34.0,110.0
1524,mne,nmu,nort2952,Maidu (Northeast),Maiduan,Penutian,North America,40.0,-120.666666667
1525,mng,mqy,mang1405,Manggarai,Central Malayo-Polynesian,Austronesian,Papunesia,-8.5,120.333333333
1526,mni,mnz,moni1261,Moni,Wissel Lakes-Kemandoga,Trans-New Guinea,Papunesia,-3.66666666667,137.0
1527,mnj,mpj,mart1256,Mantjiltjara,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.6666666667,125.083333333
1528,mnk,emk,east2426,Maninka,Western Mande,Mande,Africa,10.5,-9.5
1529,mnm,mva,mana1295,Manam,Oceanic,Austronesian,Papunesia,-4.0,145.0
1530,mno,mnr,mono1275,Mono (in United States),Numic,Uto-Aztecan,North America,38.0,-119.0
1531,mnr,mdr,mand1442,Mandar,South Sulawesi,Austronesian,Papunesia,-3.41666666667,119.083333333
1532,mns,mns,mans1258,Mansi,Ugric,Uralic,Eurasia,62.0,62.0
1533,mnt,mwv,ment1249,Mentawai,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,-1.5,99.0
1534,mnu,mji,kimm1245,Mun,Hmong-Mien,Hmong-Mien,Eurasia,19.0,110.0
1535,mnv,mvn,mina1269,Minaveha,Oceanic,Austronesian,Papunesia,-9.6,150.466666667
1536,mnx,glv,manx1243,Manx,Celtic,Indo-European,Eurasia,54.1666666667,-4.5
1537,mny,zmc,marg1253,Margany,Northern Pama-Nyungan,Pama-Nyungan,Australia,-27.0,144.5
1538,mnz,moj,monz1249,Munzombo,Ubangi,Niger-Congo,Africa,3.0,18.4166666667
1539,moa,mte,mono1273,Mono-Alu,Oceanic,Austronesian,Papunesia,-7.05,155.75
1540,moc,moy,shek1244,Moca,North Omotic,Afro-Asiatic,Africa,7.58333333333,35.5
1541,moe,myv,erzy1239,Mordvin (Erzya),Mordvin,Uralic,Eurasia,53.0,45.5
1542,mof,mif,mofu1248,Mofu-Gudur,Biu-Mandara,Afro-Asiatic,Africa,10.5,14.0
1543,mog,mhj,mogh1245,Moghol,Mongolic,Altaic,Eurasia,35.0,62.0
1544,moh,moh,moha1258,Mohawk,Northern Iroquoian,Iroquoian,North America,43.5,-74.25
1545,moj,mov,moha1256,Mojave,Yuman,Hokan,North America,34.6666666667,-114.583333333
1546,mok,mkj,moki1238,Mokilese,Oceanic,Austronesian,Papunesia,6.66666666667,159.75
1547,mol,ron,roma1327,Moldavian,Romance,Indo-European,Eurasia,47.0,29.0
1548,mom,mso,nucl1452,Mombum,Mombum,Mombum,Papunesia,-8.25,138.75
1549,mon,mnw,monn1252,Mon,Monic,Austro-Asiatic,Eurasia,14.8333333333,100.5
1550,moo,mos,moss1236,Mooré,Gur,Niger-Congo,Africa,12.8333333333,-1.25
1551,mop,mop,mopa1243,Mopan,Mayan,Mayan,North America,16.5833333333,-88.6666666667
1552,mor,mhz,morm1235,Mor,South Halmahera - West New Guinea,Austronesian,Papunesia,-2.95,135.75
1553,mos,cas,mose1249,Mosetén,Mosetenan,Mosetenan,South America,-14.75,-67.8333333333
1554,mot,siw,siwa1245,Motuna,East Bougainville,East Bougainville,Papunesia,-6.61666666667,155.416666667
1555,mou,mgd,moru1253,Moru,Moru-Ma'di,Central Sudanic,Africa,4.75,29.75
1556,mov,mzp,movi1243,Movima,Movima,Movima,South America,-13.8333333333,-65.6666666667
1557,mpa,mwf,murr1258,Murrinh-Patha,Murrinh-Patha,Southern Daly,Australia,-14.6666666667,129.666666667
1558,mpo,mye,myen1241,Mpongwe,Bantoid,Niger-Congo,Africa,-1.25,9.5
1559,mpr,,maip1246,Maipure,Alto-Orinoco,Arawakan,South America,5.5,-67.5
1560,mpt,mpt,mian1256,Mian,Ok,Trans-New Guinea,Papunesia,-4.75,141.5
1561,mpu,akc,mpur1239,Mpur,Kebar,West Papuan,Papunesia,-0.75,133.25
1562,mpy,mcg,mapo1246,Mapoyo,Cariban,Cariban,South America,6.0,-67.0
1563,mqc,gcf,guad1242,Martinique Creole,Creoles and Pidgins,other,North America,14.6666666667,-61.0
1564,mqf,mqf,momu1241,Momuna,Momuna,Trans-New Guinea,Papunesia,-4.83333333333,139.25
1565,mra,mec,mara1385,Mara,Mara,Mangarrayi-Maran,Australia,-15.0,135.166666667
1566,mrc,rnp,rong1264,Marchha,Bodic,Sino-Tibetan,Eurasia,30.25,79.5833333333
1567,mrd,mrz,nucl1622,Marind,Marind Proper,Marind,Papunesia,-7.83333333333,140.166666667
1568,mrg,mrt,marg1265,Margi,Biu-Mandara,Afro-Asiatic,Africa,11.0,13.0
1569,mrh,mfr,mari1424,Marrithiyel,Bringen,Western Daly,Australia,-13.8333333333,130.0
1570,mri,mok,moro1289,Moraori,Moraori,Moraori,Papunesia,-8.58333333333,140.666666667
1571,mrj,nju,ngad1258,Mirniny,Western Pama-Nyungan,Pama-Nyungan,Australia,-31.0,129.0
1572,mrk,mtf,muri1260,Murik,Lower Sepik,Lower Sepik-Ramu,Papunesia,-3.83333333333,144.25
1573,mrl,mur,murl1244,Murle,Surmic,Eastern Sudanic,Africa,6.5,33.5
1574,mrn,mrw,mara1404,Maranao,Greater Central Philippine,Austronesian,Papunesia,7.83333333333,124.25
1575,mro,mor,moro1285,Moro,Heiban,Kordofanian,Africa,11.0,30.1666666667
1576,mrq,mrq,sout2866,Marquesan,Oceanic,Austronesian,Papunesia,-8.91666666667,-140.083333333
1577,mrr,zmt,mari1419,Maringarr,Bringen,Western Daly,Australia,-14.25,130.0
1578,mrs,zrs,nucl1594,Mairasi,Mairasi-Tanahmerah,Trans-New Guinea,Papunesia,-3.5,134.0
1579,mrt,vma,mart1255,Martuthunira,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.8333333333,116.5
1580,mru,mhx,maru1249,Maru,Burmese-Lolo,Sino-Tibetan,Eurasia,23.5,98.5
1581,mrw,zmu,muru1266,Muruwari,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.75,147.0
1582,msc,chb,chib1270,Muisca,Chibcha-Duit,Chibchan,South America,5.0,-74.0
1583,mse,umu,muns1251,Munsee,Algonquian,Algic,North America,41.5,-74.6666666667
1584,msg,mrg,misi1242,Mising,Tani,Sino-Tibetan,Eurasia,28.5,94.8333333333
1585,msh,mah,mars1254,Marshallese,Oceanic,Austronesian,Papunesia,7.11666666667,171.05
1586,msk,jle,ngil1242,Masakin,Talodi,Kordofanian,Africa,10.6666666667,30.0
1587,msl,mls,nucl1440,Masalit,Maban,Maban,Africa,13.3333333333,22.0
1588,msm,msu,muso1238,Musom,Oceanic,Austronesian,Papunesia,-6.58333333333,147.0
1589,msn,mbq,mais1250,Maisin,Oceanic,Austronesian,Papunesia,-9.5,149.166666667
1590,msq,hur,halk1245,Musqueam,Central Salish,Salishan,North America,49.1666666667,-123.0
1591,mss,skd,sout2985,Miwok (Southern Sierra),Miwok,Penutian,North America,37.5,-120.0
1592,msy,mrd,west2418,Magar (Syangja),Mahakiranti,Sino-Tibetan,Eurasia,28.0833333333,83.8333333333
1593,mta,sdo,buka1257,Mentuh Tapuh,Land Dayak,Austronesian,Papunesia,1.25,111.0
1594,mtb,mgw,matu1259,Matuumbi,Bantoid,Niger-Congo,Africa,-8.5,39.0
1595,mtg,moe,mont1268,Montagnais,Algonquian,Algic,North America,52.0,-65.0
1596,mth,mxp,tlah1239,Mixe (Tlahuitoltepec),Mixe-Zoque,Mixe-Zoque,North America,17.0833333333,-96.1666666667
1597,mti,mot,bari1297,Barí,Motilon,Chibchan,South America,9.0,-73.0
1598,mtk,mjk,matu1261,Matukar,Oceanic,Austronesian,Papunesia,-4.91666666667,145.75
1599,mtl,mvb,matt1238,Mattole,Athapaskan,Na-Dene,North America,40.1666666667,-124.166666667
1600,mto,kmj,kuma1274,Malto,Northern Dravidian,Dravidian,Eurasia,25.0,87.3333333333
1601,mtp,mto,toto1305,Mixe (Totontepec),Mixe-Zoque,Mixe-Zoque,North America,17.25,-96.0
1602,mts,mpq,mati1255,Matis,Panoan,Panoan,South America,-4.41666666667,-70.25
1603,mtt,wam,wamp1249,Massachusett,Algonquian,Algic,North America,42.5,-71.0
1604,mtu,meu,motu1246,Motu,Oceanic,Austronesian,Papunesia,-9.33333333333,147.0
1605,mua,mgh,makh1264,Makua,Bantoid,Niger-Congo,Africa,-15.0,38.6666666667
1606,mud,mnf,mund1327,Mundani,Bantoid,Niger-Congo,Africa,5.66666666667,9.91666666667
1607,mug,mlp,barg1252,Bargam,Madang,Trans-New Guinea,Papunesia,-4.88333333333,145.75
1608,muh,sgw,seba1251,Muher,Semitic,Afro-Asiatic,Africa,8.16666666667,38.1666666667
1609,mui,bmr,muin1242,Muinane,Boran,Huitotoan,South America,-1.0,-72.5
1610,mul,mlm,mula1253,Mulao,Kam-Tai,Tai-Kadai,Eurasia,25.0,108.0
1611,mum,mzm,nucl1240,Mumuye,Adamawa,Niger-Congo,Africa,9.0,11.6666666667
1612,mun,unr,mund1320,Mundari,Munda,Austro-Asiatic,Eurasia,23.0,84.6666666667
1613,muo,mtq,muon1246,Muong,Viet-Muong,Austro-Asiatic,Eurasia,20.5,105.083333333
1614,mup,sur,mwag1236,Mupun,West Chadic,Afro-Asiatic,Africa,9.5,8.83333333333
1615,mur,muz,murs1242,Mursi,Surmic,Eastern Sudanic,Africa,5.58333333333,36.0833333333
1616,mus,emi,muss1246,Mussau,Oceanic,Austronesian,Papunesia,-1.45,149.616666667
1617,mut,css,sout2986,Mutsun,Costanoan,Penutian,North America,36.8333333333,-121.5
1618,muu,myu,mund1330,Mundurukú,Munduruku,Tupian,South America,-7.0,-58.0
1619,muy,myw,muyu1244,Muyuw,Oceanic,Austronesian,Papunesia,-9.08333333333,152.75
1620,mwa,mpj,mart1256,Martu Wangka,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.5,126.0
1621,mwb,mbb,west2555,Manobo (Western Bukidnon),Greater Central Philippine,Austronesian,Papunesia,7.66666666667,124.75
1622,mwc,mke,mawc1242,Mawchi,Indic,Indo-European,Eurasia,21.3333333333,73.6666666667
1623,mwe,mwe,mwer1248,Mwera,Bantoid,Niger-Congo,Africa,-9.0,39.0
1624,mwl,lmw,lake1258,Miwok (Lake),Miwok,Penutian,North America,38.9166666667,-122.666666667
1625,mwn,nsq,nort2968,Miwok (Northern Sierra),Miwok,Penutian,North America,38.3333333333,-120.666666667
1626,mwo,mlv,motl1237,Mwotlap,Oceanic,Austronesian,Papunesia,-13.5833333333,167.583333333
1627,mwp,pmw,plai1259,Miwok (Plains),Miwok,Penutian,North America,38.0,-121.0
1628,mxa,mib,atat1238,Mixtec (Atatlahuca),Mixtecan,Oto-Manguean,North America,17.0,-97.75
1629,mxc,mig,sanm1295,Mixtec (Chalcatongo),Mixtecan,Oto-Manguean,North America,17.05,-97.5833333333
1630,mxe,mxe,mele1250,Ifira-Mele,Oceanic,Austronesian,Papunesia,-17.75,168.25
1631,mxg,mig,sanm1295,Mixtec (San Miguel el Grande),Mixtecan,Oto-Manguean,North America,17.05,-97.5666666667
1632,mxj,mio,pino1237,Mixtec (Jicaltepec),Mixtecan,Oto-Manguean,North America,16.3333333333,-98.0
1633,mxl,mim,alac1244,Mixtec (Alacatlatzala),Mixtecan,Oto-Manguean,North America,17.25,-98.5833333333
1634,mxm,mig,sanm1295,Mixtec (Molinos),Mixtecan,Oto-Manguean,North America,17.0,-97.5833333333
1635,mxo,mie,ocot1243,Mixtec (Ocotepec),Mixtecan,Oto-Manguean,North America,17.1666666667,-97.75
